AcresBurned,Active,AdminUnit,AirTankers,ArchiveYear,CanonicalUrl,ControlStatement,County,CountyIds,CrewsInvolved,Dozers,Engines,Extinguished,Fatalities,Featured,Final,FuelType,Helicopters,Injuries,Latitude,Location,Longitude,MajorIncident,Name,PercentContained,PersonnelInvolved,Public,SearchDescription,Started,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,WaterTenders,resource_intensity,suppression_power,containment_efficiency
117.0,False,CAL FIRE Tuolumne-Calaveras Unit,2.0,4,/incidents/2017/7/17/maria-fire/,All road closures have been lifted.,4,5,6.0,2.0,11.0,2018-01-09T11:58:00Z,3.0,False,True,Grass,2.0,3.0,38.29113,"Jesus Maria Road and Music Gulch Road, Mokelumne Hill ",-120.62177,True,Maria Fire,100.0,151.5,True,"The Maria Fire started on July 17, 2017 off Jesus Maria Road and Music Gulch Road, Mokelumne Hill in Calaveras County burned 117 acres.",2017-07-17T12:55:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
116.0,False,CAL FIRE Santa Clara Unit,2.0,4,/incidents/2017/10/17/fallon-fire/,All road closures have been lifted.,0,1,6.0,2.0,11.0,2018-01-09T13:41:00Z,3.0,False,True,Grass,2.0,3.0,37.7393,off Fallon Road 3 miles East of Dublin ,-121.85663,False,Fallon Fire,100.0,151.5,True,"The Fallon Fire started on October 17, 2017 off Fallon Road 3 miles East of Dublin (Alameda County)",2017-10-17T14:00:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
114.0,False,CAL FIRE Sonoma-Lake-Napa Unit ,2.0,4,/incidents/2017/8/11/canyon-fire/,All road closures have been lifted.,27,28,1.0,2.0,5.0,2018-01-09T12:35:00Z,3.0,False,True,Grass,2.0,3.0,38.49336,Hwy 128 and Sage Canyon Rd near Lake Berryessa,-122.2483,True,Canyon Fire,100.0,55.0,True,"The Canyon Fire started on August 11, 2017, off Sage Canyon Rd and Hwy 128 near Lake Berryessa in Napa County and burned 114 acres. ",2017-08-11T12:57:00Z,6.0,7.0,0.0,45.0,4.0,9.166666666666666,4.0,1.7857142857142858
111.0,False,CAL FIRE / Fresno County Fire,2.0,4,/incidents/2017/8/26/flat-fire/,All road closures have been lifted.,9,10,6.0,2.0,11.0,2018-01-09T12:45:00Z,3.0,False,True,Grass,2.0,3.0,36.93332,"Oak Flat Lane and Sales Creek Rd., 5 miles south of Tollhouse ",-119.43376,False,Flat Fire,100.0,151.5,True,"The Flat fire started on August 26, 2017 off Oak Flat Lane and Sales Creek Rd., south of Tollhouse in Fresno County and burned 111 acres.",2017-08-26T14:31:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
111.0,False,CAL FIRE / Butte County Fire,2.0,4,/incidents/2017/6/22/lone-fire/,All road closures have been lifted.,3,4,6.0,2.0,11.0,2018-01-09T11:01:00Z,3.0,False,True,Grass,2.0,3.0,39.38416,"Lone Tree Rd & Cox Ln, south of Oroville",-121.5786,False,Lone Fire,100.0,151.5,True,"The Lone Fire started on June 22, 2017 off Lone Tree Rd & Cox Ln, south of Oroville (Butte County) and burned 111 acres.",2017-06-22T11:10:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
105.0,False,CAL FIRE San Luis Obispo Unit,2.0,4,/incidents/2017/9/26/poly-fire/,All road closures have been lifted.,38,40,6.0,2.0,11.0,2018-01-09T13:26:00Z,3.0,False,True,Grass,2.0,3.0,35.3024,near Cal Poly,-120.65279,False,Poly Fire,100.0,151.5,True,"The Poly fire started on September 26, 2017 near Cal Poly in San Luis Obispo County.",2017-09-26T15:30:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
105.0,False,CAL FIRE / Riverside County Fire,2.0,4,/incidents/2017/6/15/canyon-fire/,All road closures have been lifted.,32,33,6.0,2.0,11.0,2018-01-09T10:33:00Z,3.0,False,True,Grass,2.0,3.0,33.950382,Banning,-116.884446,False,Canyon Fire,100.0,151.5,True,"The Canyon Fire started on July 15, 2017 near Banning in Riverside County and burned 105 acres.
",2017-06-15T11:36:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
103.0,False,Unified Command: CAL FIRE/Butte County and Chico Fire Department,2.0,4,/incidents/2017/7/19/humboldt-fire/,All road closures have been lifted.,3,4,6.0,2.0,11.0,2018-04-12T14:52:00Z,3.0,False,True,Grass,2.0,3.0,39.76243,"Humboldt Rd & Hwy 32, 2 miles east of Chico ",-121.74121,False,Humboldt Fire,100.0,151.5,True,"The Humboldt Fire started on July 19, 2017 off of Humboldt Rd & Hwy 32, 2 miles east of Chico in Butte County and burned 103 acres. ",2017-07-19T16:02:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
102.0,False,CAL FIRE Fresno-Kings Unit,2.0,4,/incidents/2017/8/30/coalinga-fire/,All road closures have been lifted.,9,10,6.0,2.0,11.0,2018-01-09T12:48:00Z,3.0,False,True,Grass,2.0,3.0,36.36113,"Mendota Road and Interstate 5, 12 miles north of Coalinga",-120.32685,False,Coalinga Fire,100.0,151.5,True,"The Coalinga Fire started August 30 2017 off Mendota Road and Interstate 5, 12 miles north of Coalinga (Fresno County) and burned 102 acres.",2017-08-30T16:51:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
101.0,False,San Jose Fire Department,2.0,4,/incidents/2017/7/11/lariat-fire/,All road closures have been lifted.,41,43,6.0,2.0,11.0,2018-01-09T11:53:00Z,3.0,False,True,Grass,2.0,3.0,37.39801,"Lariat Lane and Claitor Way, 6 miles northeast of San Jose",-121.8179,False,Lariat Fire,100.0,151.5,True,"The Lariat Fire started on July 11, 2017 at Lariat Lane and Claitor Way, 6 miles northeast of San Jose in Santa Clara County and burned 101 acres.",2017-07-11T16:51:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
100.0,False,CAL FIRE San Diego Unit,2.0,4,/incidents/2017/10/21/church-fire/,All road closures have been lifted.,36,37,6.0,2.0,11.0,2018-01-09T13:41:00Z,3.0,False,True,Grass,2.0,3.0,32.64962,"off Highway 94 and Church Rd, Campo Indian Reservation ",-116.37345,False,Church Fire,100.0,151.5,True,"The Church Fire started on October 21, 2017 off Highway 94 and Church Rd, Campo Indian Reservation (San Diego County). It was contained on October 23, 2017.",2017-10-21T13:04:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
100.0,False,CAL FIRE Sonoma-Lake-Napa Unit,2.0,4,/incidents/2017/10/14/oakmont-fire-central-lnu-complex/,All road closures have been lifted.,47,49,6.0,2.0,11.0,2018-04-05T12:01:00Z,3.0,False,True,Grass,2.0,3.0,38.46123,east side of Highway 12 near the Oakmont community,-122.58152,True,Oakmont Fire (Central LNU Complex),100.0,151.5,True,"The Oakmont Fire started October 14, 2017 off the east side of Highway 12 near the Oakmont community.",2017-10-14T20:35:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
100.0,False,CAL FIRE Sonoma Lake Napa Unit,2.0,4,/incidents/2017/10/14/long-fire/,All road closures have been lifted.,15,17,6.0,2.0,11.0,2018-01-09T13:38:00Z,3.0,False,True,Grass,2.0,3.0,39.0199,"off Hwy 20 & Long Valley Rd, 5 miles east of Clearlake Oaks",-122.57487,False,Long Fire,100.0,151.5,True,"The Long Fire started on October 14, 2017 off Hwy 20 & Long Valley Rd, 5 miles east of Clearlake Oaks. It was contained on October 16, 2017.",2017-10-14T05:00:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
100.0,False,CAL FIRE Sonoma-Lake-Napa Unit,2.0,4,/incidents/2017/10/2/timm-fire/,All road closures have been lifted.,46,48,6.0,2.0,11.0,2018-01-09T13:29:00Z,3.0,False,True,Grass,2.0,3.0,38.43658,"Timm Rd and Peaceful Glen Rd, 5 miles north of Vacaville ",-121.97233,False,Timm Fire,100.0,151.5,True,"The Timm Fire started on October 2, 2017 off Timm Rd and Peaceful Glen Rd, 5 miles north of Vacaville in Solano County and burned 100 acres.   ",2017-10-02T09:37:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
100.0,False,CAL FIRE Santa Clara Unit/Gilroy Fire Dept,2.0,4,/incidents/2017/9/3/bally-fire/,All road closures have been lifted.,41,43,6.0,2.0,11.0,2018-01-09T12:50:00Z,3.0,False,True,Grass,2.0,3.0,36.99092,"Ballybunion Ct, Gilroy",-121.59899,False,Bally Fire,100.0,151.5,True,"The Bally Fire on September 3 2017 off Ballybunion Court, Gilroy (Santa Clara County) and burned 100 acres.",2017-09-03T19:17:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
100.0,False,CAL FIRE Fresno-Kings Unit,2.0,4,/incidents/2017/9/3/parkfield-fire/,All road closures have been lifted.,9,10,6.0,2.0,11.0,2018-01-09T12:51:00Z,3.0,False,True,Grass,2.0,3.0,36.09486,"Hwy 198 and Mineral Springs Rd., 9 miles west of Coalinga",-120.52189,False,Parkfield Fire,100.0,151.5,True,"The Parkfield Fire started September Hwy 198 and Mineral Springs Rd., 9 miles west of Coalinga (Fresno County) and burned 100 acres.",2017-09-03T09:23:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
100.0,False,CAL FIRE Santa Clara Unit,2.0,4,/incidents/2017/8/11/tilton-fire/,All road closures have been lifted.,41,43,6.0,2.0,11.0,2018-01-09T12:39:00Z,3.0,False,True,Grass,2.0,3.0,37.14653,Hale Ave and Tilton Ave in Morgan Hill,-121.68165,False,Tilton Fire,100.0,151.5,True,"The Tilton Fire started on August 11, 2017, off Tilton Ave and Hale Ave in Morgan Hill (Santa Clara County) and burned 100 acres. ",2017-08-11T14:55:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
100.0,False,San Bernardino National Forest,2.0,4,/incidents/2017/7/31/mile-fire/,All road closures have been lifted.,35,36,6.0,2.0,11.0,2018-01-09T12:16:00Z,3.0,False,True,Grass,2.0,3.0,34.19076,"Hwy 18 x Old Waterman Canyon Rd., 1 mile south of Crestline",-117.26969,False,Mile Fire,100.0,151.5,True,"The Mile Fire started July 31 2017 off Hwy 18 and Old Waterman Canyon Rd., 1 mile south of Crestline (San Bernardino County) and burned 100 acres.",2017-07-31T14:44:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
99.0,False,CAL FIRE San Bernardino Unit,2.0,4,/incidents/2017/11/29/oak-fire/,All road closures have been lifted.,35,36,6.0,2.0,11.0,2018-01-09T13:46:00Z,3.0,False,True,Grass,2.0,3.0,34.035344,"Off Oak Glen Rd and Pine Bench Rd, east of Oak Glen",-116.940661,False,Oak Fire,100.0,151.5,True,"The Oak fire started on November 29, 2017 off of Oak Glen Rd and Pine Bench Rd, east of Oak Glen (San Bernardino County)",2017-11-29T12:19:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
92.0,False,CAL FIRE/Riverside County Fire/San Bernardino National Forest ,2.0,4,/incidents/2017/8/7/reed-fire/,All road closures have been lifted.,32,33,6.0,2.0,11.0,2018-01-09T12:23:00Z,3.0,False,True,Grass,2.0,3.0,33.57139,Reed Valley Rd. and Forest Route 7S04 in Aguanga,-116.8247,True,Reed Fire,100.0,151.5,True,"The Reed Fire started on August 7, 2017, off Reed Valley Road and Forest Route 7S04 in Aguanga (Riverside County) and burned 92 acres.",2017-08-07T14:14:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
91.0,False,CAL FIRE/Fresno County Fire,2.0,4,/incidents/2017/7/5/auberry-fire/,All road closures have been lifted.,9,10,6.0,2.0,11.0,2018-01-09T11:45:00Z,3.0,False,True,Grass,2.0,3.0,36.95104,"off Auberry Rd, north of Clovis",-119.65621,True,Auberry Fire,100.0,151.5,True,"The Auberry Fire started on July 5th, 2017 off Auberry Rd. north of Clovis (Fresno County) and burned 91 acres.",2017-07-05T15:40:00Z,6.0,5.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
91.0,False,CAL FIRE/Butte County Fire,2.0,4,/incidents/2017/6/6/wilbur-fire/,All road closures have been lifted.,3,4,6.0,2.0,11.0,2018-01-09T10:27:00Z,3.0,False,True,Grass,2.0,3.0,39.52499,"Wilbur rd, north of Oroville Dam blvd    ",-121.64897,False,Wilbur Fire,100.0,151.5,True,"The Wilbur Fire started on June 6, 2017 off of Wilbur Road, North of Oroville Dam Blvd (Butte County) and burned 91 acres.",2017-06-06T12:43:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
90.0,False, CAL FIRE Madera-Mariposa-Merced Unit,2.0,4,/incidents/2017/7/7/daulton-fire/,All road closures have been lifted.,18,20,6.0,2.0,11.0,2018-01-09T11:46:00Z,3.0,False,True,Grass,2.0,3.0,37.09773,"Road 29 and Ave 24, near Daulton",-120.02027,False,Daulton Fire,100.0,151.5,True,"The Daulton Fire started on July 7, 2017, off Road 29 and Ave 24, near Daulton (Madera County) and burned 90 acres.",2017-07-07T10:00:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
87.0,False,CAL FIRE Sonoma-Lake-Napa Unit,2.0,4,/incidents/2017/10/6/ridge-fire/,All road closures have been lifted.,15,17,6.0,2.0,11.0,2018-01-09T13:29:00Z,3.0,False,True,Grass,2.0,3.0,39.15016,"Bartlett Springs, community of Clearlake",-122.576,True,Ridge Fire,100.0,151.5,True,"The Ridge Fire started on October 6, 2017 off Ladoga Stoneyford Rd, west of Indian Valley Reservoir in Lake County. ",2017-10-06T14:38:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
86.0,False,Ventura County Fire,2.0,4,/incidents/2017/10/24/vista-fire/,All road closures have been lifted.,56,56,6.0,2.0,11.0,2018-01-09T13:45:00Z,3.0,False,True,Grass,2.0,3.0,34.34949,off Hwy 33 & Casitas Vista Rd,-119.30918,False,Vista Fire,100.0,151.5,True,"The Vista Fire started on October 24, 2017 off Hwy 33 & Casitas Vista Rd (Ventura County). It was contained on October 26, 2017.",2017-10-24T14:44:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
85.0,False,CAL FIRE/Riverside County Fire Department,2.0,4,/incidents/2017/8/31/marlborough-fire/,All road closures have been lifted.,32,33,6.0,2.0,11.0,2018-01-09T12:49:00Z,3.0,False,True,Grass,2.0,3.0,117.337331,Marlborough ave and Northgate street,34.015742,False,Marlborough Fire,100.0,151.5,True,The Marlborough Fire started on August 31 2017 off Marlborough ave and Northgate street (RiverSide County),2017-08-31T10:13:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
85.0,False,CAL FIRE Humboldt-Del Norte Unit,2.0,4,/incidents/2017/8/3/saw-fire/,All road closures have been lifted.,11,12,6.0,2.0,11.0,2018-01-09T12:17:00Z,3.0,False,True,Grass,2.0,3.0,40.11794,"Off Alderpoint Rd & Lower Sawmill Rd, east of Garberville",-123.76099,False,Saw Fire,100.0,151.5,True,"The Saw Fire started on August 3, 2017 off Alderpoint Rd & Lower Sawmill Rd, east of Garberville (Humboldt County) and burned 85 acres.",2017-08-03T11:58:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
85.0,False,USFS - San Bernardino National Forest,2.0,4,/incidents/2017/7/22/dollar-fire/,All road closures have been lifted.,35,36,6.0,2.0,11.0,2018-01-09T12:03:00Z,3.0,False,True,Grass,2.0,3.0,34.20152,"off Hwy 330 & Old City Creek Rd, southwest of Running Springs",-117.14466,False,Dollar Fire,100.0,151.5,True,"The Dollar Fire started on July 22, 2017 off Hwy 330 & Old City Creek Rd, southwest of Running Springs on the San Bernardino National Forest and burned 85 acres.",2017-07-22T13:35:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
85.0,False,CAL FIRE Santa Clara Unit,2.0,4,/incidents/2017/6/29/ranch-fire/,All road closures have been lifted.,41,43,6.0,2.0,11.0,2018-01-09T11:11:00Z,3.0,False,True,Grass,2.0,3.0,37.3344,"Off Grant Road, Mt. Hamilton, east of San Jose",-121.71752,False,Ranch Fire,100.0,151.5,True,"The Ranch Fire started on June 29th 2017, off grant road near Mt. Hamilton east of San Jose in Santa Clara County and burned 85 acres.",2017-06-29T13:56:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
82.0,False,CAL FIRE San Benito-Monterey,2.0,4,/incidents/2017/8/7/country-fire/,All road closures have been lifted.,26,27,6.0,2.0,11.0,2018-01-09T12:27:00Z,3.0,False,True,Grass,2.0,3.0,35.86596,Portuguese Canyon Rd. at Cross Country Rd. southeast of Bradley,-120.64584,False,Country Fire,100.0,151.5,True,"The Country Fire started on August 7, 2017, off Portuguese Canyon Road and Cross Country Road near Bradley (Monterey County) and burned 82 acres.",2017-08-07T18:08:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
81.0,False,Camp Pendleton - Cleveland National Forest,2.0,4,/incidents/2017/10/13/loma-fire/,All road closures have been lifted.,36,37,6.0,2.0,11.0,2018-01-09T13:38:00Z,3.0,False,True,Grass,2.0,3.0,33.38613,"Loma Range 217, Camp Pendleton",-117.46709,False,Loma Fire,100.0,151.5,True,"The Loma Fire started on October 13, 2017 near Loma Range 217 on Camp Pendleton in San Diego County and burned 81 acres. It was contained on November 14, 2017. ",2017-10-13T15:40:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
80.0,False,Bureau of Indian Affairs,2.0,4,/incidents/2017/12/28/holiday-fire/,All road closures have been lifted.,8,9,6.0,2.0,11.0,2018-01-09T13:49:00Z,3.0,False,True,Grass,2.0,3.0,38.869036,"off Hwy 395, south of Gardnerville in Nevada",-119.61865,False,Holiday Fire,100.0,151.5,True,"The Holiday Fire started December 28, 2017 off Highway 395, south of Gardnerville in Nevada (Douglas County) and burned 80 acres. It was contained on December 30, 2017. ",2017-12-28T20:51:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
79.0,False,Plumas National Forest,2.0,4,/incidents/2017/9/3/mills-file/,All road closures have been lifted.,31,32,6.0,2.0,11.0,2018-01-09T13:18:00Z,3.0,False,True,Grass,2.0,3.0,40.13278,"Hwy 89, ¼ mile north of Crescent Mills",-120.9204,False,Mills File,100.0,151.5,True,The Mills Fire started September 3rd 2017 off Highway 89 ¼ mile northCrescent Mills (Plumas County) and burned 79 acres.,2017-09-03T20:32:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
79.0,False,CAL FIRE Tulare Unit,2.0,4,/incidents/2017/5/31/fountain-fire/,All road closures have been lifted.,54,54,6.0,2.0,11.0,2018-01-09T10:23:00Z,3.0,False,True,Grass,2.0,3.0,35.89423,"off Avenue 56 & Road 256, 2 miles east of Ducor",-119.00334,False,Fountain Fire ,100.0,151.5,True,"The Fountain Fire started on May 31, 2017 off Avenue 56 & Road 256, 2 miles east of Ducor in Tulare County and burned 769 acres. ",2017-05-31T11:30:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
78.0,False,CAL FIRE Santa Clara Unit,2.0,4,/incidents/2017/7/23/castro-fire/,All road closures have been lifted.,41,43,6.0,2.0,11.0,2018-01-09T12:04:00Z,3.0,False,True,Grass,2.0,3.0,36.96607,"off Castro Valley Rd. &  Hwy 101,  southwest of Gilroy",-121.55552,False,Castro Fire,100.0,151.5,True,"The Castro Fire started on July 23, 2017 off of off Castro Valley Rd. &  Hwy 101,  southwest of Gilroy in Santa Clara County and burned 78 acres. ",2017-07-23T16:07:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
78.0,False,CAL FIRE Tehama-Glenn Unit,2.0,4,/incidents/2017/6/4/spring-fire/,All road closures have been lifted.,52,52,6.0,2.0,11.0,2018-01-09T10:25:00Z,3.0,False,True,Grass,2.0,3.0,40.38944,"off of Spring Branch Rd, 7 miles east of Cottonwood",-122.13088,False,Spring Fire ,100.0,151.5,True,"The Spring Fire started on June 4, 2017 off of Spring Branch Rd, 7 miles east of Cottonwood 7 miles east of Cottonwood in Tehama County and burned 78 acres. ",2017-06-04T16:22:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
76.0,False,CAL FIRE Nevada-Yuba-Placer Unit,2.0,4,/incidents/2017/10/9/mccourtney-fire-wind-complex/,All road closures have been lifted.,28,29,6.0,2.0,11.0,2018-02-09T09:52:00Z,3.0,False,True,Grass,2.0,3.0,39.19325,"McCourtney Rd and Hwy 20, Grass Valley",-121.08406,True,McCourtney Fire (Wind Complex),100.0,151.5,True,"The McCourtney Fire started on October 09, 2017 off Cascade Way and Marysville Rd, north of Collins Lake in Nevada County. The McCourtney Fire is a part of the Wind Complex and October 2017 Fire Siege. The McCourtney Fire burned 76 acres.  ",2017-10-09T00:00:00Z,2.0,13.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
76.0,False,CALFIRE/Fresno County Fire,2.0,4,/incidents/2017/6/11/tivy-fire/,All road closures have been lifted.,9,10,6.0,2.0,11.0,2018-01-09T10:31:00Z,3.0,False,True,Grass,2.0,3.0,36.8005,near Tivy Mountain,-119.35901,False,Tivy Fire,100.0,151.5,True,"The Tivy Fire started on June 11, 2017 near Tivy Mountain in Fresno County and burned 76 acres.",2017-06-11T22:45:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
74.0,False,CAL FIRE San Luis Obispo Unit,2.0,4,/incidents/2017/9/26/linne-fire/,All road closures have been lifted.,38,40,6.0,2.0,11.0,2018-01-09T13:26:00Z,3.0,False,True,Grass,2.0,3.0,35.5956,"Linne Rd x Geneseo Rd, east of Paso Robles",-120.56068,False,Linne Fire,100.0,151.5,True,"The Linne Fire, San Luis Obispo, Paso Robles, September 26, 2017",2017-09-26T16:45:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
74.0,False,CAL FIRE Amador-El Dorado Unit,2.0,4,/incidents/2017/7/8/axel-fire/,none,8,9,2.0,2.0,5.0,2018-01-09T11:50:00Z,3.0,False,True,Grass,2.0,3.0,38.7803,"Axel Ct & Barrister Ct, Rescue",-120.97111,True,Axel Fire,100.0,151.5,True,"The Axel Fire started on July 8, 2017 off Axel Ct & Barrister Ct, Rescue (El Dorado County) and burned 74 acres.",2017-07-08T16:38:00Z,6.0,7.0,0.0,45.0,1.0,25.25,4.0,0.6557377049180327
74.0,False,Unified Command -  CAL FIRE San Bernardino Unit / Redlands Fire Department,2.0,4,/incidents/2017/7/7/bryant-fire/,All road closures have been lifted.,35,36,6.0,2.0,11.0,2018-01-09T11:47:00Z,3.0,False,True,Grass,2.0,3.0,34.07612,"Hwy 38, west of Bryant St.",-117.06765,False,Bryant Fire,100.0,151.5,True,The Bryant Fire started July 7 2017 off Hwy 38 west of Bryant St. (San Bernardino County) and burned 74 acres.,2017-07-07T15:45:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
73.0,False,CAL FIRE San Luis Obispo Unit,2.0,4,/incidents/2017/10/13/lynch-fire/,All road closures have been lifted.,38,40,6.0,2.0,11.0,2018-01-09T13:37:00Z,3.0,False,True,Grass,2.0,3.0,35.78616,"Lynch Canyon Road and Interlake Road, north of Lake Nacimiento",-120.96514,False,Lynch Fire,100.0,151.5,True,"The Lynch Fire started on October 13, 2017, Lynch Canyon Road and Interlake Road, north of Lake Nacimiento (San Luis Obispo) and burned 73 acres.",2017-10-13T12:14:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
72.0,False,CAL FIRE/Riverside County Fire,2.0,4,/incidents/2017/7/18/ellis-fire/,All road closures have been lifted.,32,33,6.0,2.0,11.0,2018-01-09T12:01:00Z,3.0,False,True,Grass,2.0,3.0,33.75526,"off of Mc Pherson Road, Perris",-117.25075,False,Ellis Fire,100.0,151.5,True,"The Ellis Fire started on July 18, 201 off of Mc Pherson Rd in Perris in Riverside County and burned 72 acres. ",2017-07-18T15:34:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
70.0,False,CAL FIRE San Luis Obispo Unit,2.0,4,/incidents/2017/8/2/camatta-fire/,All road closures have been lifted.,38,40,6.0,2.0,11.0,2018-01-09T12:17:00Z,3.0,False,True,Grass,2.0,3.0,35.4403,"Hwy 58 near Camatta Creek Rd, east of Santa Margarita",-120.2913,False,Camatta Fire,100.0,151.5,True,"The Camatta Fire started on August 2, 2017 off Hwy 58 near Camatta Creek Rd, east of Santa Margarita (San Luis Obispo County) and burned 70 acres.",2017-08-02T10:33:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
70.0,False,CAL FIRE Sonoma-Lake-Napa Unit,2.0,4,/incidents/2017/7/17/sand-fire/,All road closures have been lifted.,5,6,4.0,4.0,10.0,2018-01-09T11:58:00Z,3.0,False,True,Grass,2.0,3.0,39.01224,"Sand Creek Rd, west of Arbuckle",-122.20127,True,Sand Fire,100.0,76.0,True,"The Sand Fire started on July 17, 2017  off San Creek Rd, west of Arbuckle in Colusa County and burned 70 acres. ",2017-07-17T13:17:00Z,6.0,7.0,0.0,45.0,3.0,6.909090909090909,6.0,1.2987012987012987
70.0,False,CAL FIRE Santa Clara Unit,2.0,4,/incidents/2017/7/10/felipe-fire/,All road closures have been lifted.,41,43,6.0,2.0,11.0,2018-01-09T11:52:00Z,3.0,False,True,Grass,2.0,3.0,37.25014,"San Felipe Road and Metcalf Road, 8 miles northeast of Morgan Hill",-121.68562,False,Felipe Fire,100.0,151.5,True,"The Felipe fire started on July 10, 2017 off Felipe Road and Metcalf Road, northeast of Morgan Hill in Santa Clara County and burned 70 acres.",2017-07-10T15:54:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
70.0,False,CAL FIRE Fresno-Kings Unit,2.0,4,/incidents/2017/5/19/manning-fire/,All road closures have been lifted.,9,10,6.0,2.0,11.0,2018-01-09T10:05:00Z,3.0,False,True,Grass,2.0,3.0,36.60736,"Interstate 5 and Manning Avenue, north of Coalinga",-120.5828,False,Manning Fire,100.0,151.5,True,"The Manning Fire started on May 19, 2017 off of Interstate 5 and Manning Avenue, north of Coalinga (Fresno County) and burned 70 acres.",2017-05-19T23:28:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
69.0,False,CAL FIRE / Fresno County Fire,2.0,4,/incidents/2017/8/27/hill-fire/,All road closures have been lifted.,9,10,6.0,2.0,11.0,2018-01-09T12:46:00Z,3.0,False,True,Grass,2.0,3.0,36.7279,Hwy 180 from Hills Valley to Ruth Hill,-119.28241,False,Hill Fire,100.0,151.5,True,"The Hill fire started on August 27, 2017 of Hwy 180 in Fresno County and burned 69 acres.",2017-08-27T18:47:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
68.0,False,CAL FIRE Amador-El Dorado Unit,2.0,4,/incidents/2017/6/1/clay-fire/,All road closures have been lifted.,33,34,6.0,2.0,11.0,2018-01-09T10:22:00Z,3.0,False,True,Grass,2.0,3.0,38.33707,"off Clay East Rd, east of Herald",-121.11113,False,Clay Fire,100.0,151.5,True,"The Clay Fire started on June 1, 2017 off of Clay East Road near Herald in Sacramento County and burned 68 acres. ",2017-06-01T15:38:00Z,6.0,7.0,0.0,45.0,4.0,12.625,4.0,0.6557377049180327
